kind,N,threshold,trial,ms
descending,85500,10,6,1
descending,85500,10,7,1
descending,85500,20,1,1
descending,85500,20,2,1
descending,85500,20,3,1
descending,85500,20,4,1
descending,85500,20,5,1
descending,85500,20,6,1
descending,85500,20,7,1
descending,85500,30,1,1
descending,85500,30,2,1
descending,85500,30,3,1
descending,85500,30,4,1
descending,85500,30,5,1
descending,85500,30,6,1
descending,85500,30,7,1
descending,85500,50,1,1
descending,85500,50,2,1
descending,85500,50,3,1
descending,85500,50,4,1
descending,85500,50,5,1
descending,85500,50,6,1
descending,85500,50,7,1
descending,85600,5,1,1
descending,85600,5,2,1
descending,85600,5,3,1
descending,85600,5,4,1
descending,85600,5,5,1
descending,85600,5,6,1
descending,85600,5,7,1
descending,85600,10,1,1
descending,85600,10,2,1
descending,85600,10,3,1
descending,85600,10,4,1
descending,85600,10,5,1
descending,85600,10,6,1
descending,85600,10,7,1
descending,85600,20,1,1
descending,85600,20,2,1
descending,85600,20,3,1
descending,85600,20,4,1
descending,85600,20,5,1
descending,85600,20,6,1
descending,85600,20,7,1
descending,85600,30,1,1
descending,85600,30,2,1
descending,85600,30,3,1
descending,85600,30,4,1
descending,85600,30,5,1
descending,85600,30,6,1
descending,85600,30,7,1
descending,85600,50,1,1
descending,85600,50,2,1
descending,85600,50,3,2
descending,85600,50,4,1
descending,85600,50,5,1
descending,85600,50,6,1
descending,85600,50,7,1
descending,85700,5,1,1
descending,85700,5,2,1
descending,85700,5,3,1
descending,85700,5,4,1
descending,85700,5,5,1
descending,85700,5,6,1
descending,85700,5,7,1
descending,85700,10,1,1
descending,85700,10,2,1
descending,85700,10,3,1
descending,85700,10,4,1
descending,85700,10,5,1
descending,85700,10,6,1
descending,85700,10,7,1
descending,85700,20,1,1
descending,85700,20,2,1
descending,85700,20,3,1
descending,85700,20,4,1
descending,85700,20,5,1
descending,85700,20,6,1
descending,85700,20,7,1
descending,85700,30,1,1
descending,85700,30,2,1
descending,85700,30,3,1
descending,85700,30,4,1
descending,85700,30,5,1
descending,85700,30,6,1
descending,85700,30,7,1
descending,85700,50,1,1
descending,85700,50,2,1
descending,85700,50,3,1
descending,85700,50,4,1
descending,85700,50,5,1
descending,85700,50,6,1
descending,85700,50,7,1
descending,85800,5,1,1
descending,85800,5,2,1
descending,85800,5,3,1
descending,85800,5,4,1
descending,85800,5,5,1
descending,85800,5,6,1
descending,85800,5,7,1
descending,85800,10,1,1
descending,85800,10,2,1
descending,85800,10,3,1
descending,85800,10,4,1
descending,85800,10,5,1
descending,85800,10,6,1
descending,85800,10,7,1
descending,85800,20,1,1
descending,85800,20,2,2
descending,85800,20,3,2
descending,85800,20,4,1
descending,85800,20,5,1
descending,85800,20,6,1
descending,85800,20,7,1
descending,85800,30,1,1
descending,85800,30,2,1
descending,85800,30,3,1
descending,85800,30,4,1
descending,85800,30,5,1
descending,85800,30,6,1
descending,85800,30,7,1
descending,85800,50,1,1
descending,85800,50,2,2
descending,85800,50,3,1
descending,85800,50,4,1
descending,85800,50,5,1
descending,85800,50,6,1
descending,85800,50,7,1
descending,85900,5,1,1
descending,85900,5,2,1
descending,85900,5,3,1
descending,85900,5,4,1
descending,85900,5,5,1
descending,85900,5,6,1
descending,85900,5,7,1
descending,85900,10,1,1
descending,85900,10,2,1
descending,85900,10,3,1
descending,85900,10,4,1
descending,85900,10,5,1
descending,85900,10,6,1
descending,85900,10,7,1
descending,85900,20,1,1
descending,85900,20,2,1
descending,85900,20,3,1
descending,85900,20,4,1
descending,85900,20,5,1
descending,85900,20,6,1
descending,85900,20,7,1
descending,85900,30,1,1
descending,85900,30,2,1
descending,85900,30,3,1
descending,85900,30,4,1
descending,85900,30,5,1
descending,85900,30,6,1
descending,85900,30,7,1
descending,85900,50,1,1
descending,85900,50,2,1
descending,85900,50,3,1
descending,85900,50,4,1
descending,85900,50,5,1
descending,85900,50,6,1
descending,85900,50,7,1
descending,86000,5,1,1
descending,86000,5,2,1
descending,86000,5,3,1
descending,86000,5,4,1
descending,86000,5,5,1
descending,86000,5,6,1
descending,86000,5,7,1
descending,86000,10,1,1
descending,86000,10,2,1
descending,86000,10,3,1
descending,86000,10,4,1
descending,86000,10,5,1
descending,86000,10,6,1
descending,86000,10,7,1
descending,86000,20,1,1
descending,86000,20,2,1
descending,86000,20,3,1
descending,86000,20,4,1
descending,86000,20,5,1
descending,86000,20,6,1
descending,86000,20,7,1
descending,86000,30,1,1
descending,86000,30,2,1
descending,86000,30,3,1
descending,86000,30,4,1
descending,86000,30,5,1
descending,86000,30,6,1
descending,86000,30,7,1
descending,86000,50,1,1
descending,86000,50,2,1
descending,86000,50,3,1
descending,86000,50,4,1
descending,86000,50,5,1
descending,86000,50,6,1
descending,86000,50,7,1
descending,86100,5,1,1
descending,86100,5,2,1
descending,86100,5,3,1
descending,86100,5,4,1
descending,86100,5,5,1
descending,86100,5,6,1
descending,86100,5,7,1
descending,86100,10,1,1
descending,86100,10,2,1
descending,86100,10,3,1
descending,86100,10,4,1
descending,86100,10,5,1
descending,86100,10,6,1
descending,86100,10,7,1
descending,86100,20,1,1
descending,86100,20,2,1
descending,86100,20,3,1
descending,86100,20,4,1
descending,86100,20,5,1
descending,86100,20,6,1
descending,86100,20,7,1
descending,86100,30,1,1
descending,86100,30,2,1
descending,86100,30,3,1
descending,86100,30,4,1
descending,86100,30,5,1
descending,86100,30,6,1
descending,86100,30,7,1
descending,86100,50,1,1
descending,86100,50,2,1
descending,86100,50,3,1
descending,86100,50,4,1
descending,86100,50,5,1
descending,86100,50,6,1
descending,86100,50,7,1
descending,86200,5,1,1
descending,86200,5,2,1
descending,86200,5,3,1
descending,86200,5,4,1
descending,86200,5,5,1
descending,86200,5,6,1
descending,86200,5,7,1
descending,86200,10,1,1
descending,86200,10,2,1
descending,86200,10,3,1
descending,86200,10,4,1
descending,86200,10,5,1
descending,86200,10,6,1
descending,86200,10,7,1
descending,86200,20,1,1
descending,86200,20,2,1
descending,86200,20,3,1
descending,86200,20,4,1
descending,86200,20,5,1
descending,86200,20,6,1
descending,86200,20,7,1
descending,86200,30,1,1
descending,86200,30,2,1
descending,86200,30,3,1
descending,86200,30,4,1
descending,86200,30,5,1
descending,86200,30,6,1
descending,86200,30,7,1
descending,86200,50,1,1
descending,86200,50,2,1
descending,86200,50,3,1
descending,86200,50,4,1
descending,86200,50,5,1
descending,86200,50,6,1
descending,86200,50,7,1
descending,86300,5,1,1
descending,86300,5,2,1
descending,86300,5,3,1
descending,86300,5,4,1
descending,86300,5,5,1
descending,86300,5,6,1
descending,86300,5,7,1
descending,86300,10,1,1
descending,86300,10,2,1
descending,86300,10,3,1
descending,86300,10,4,1
descending,86300,10,5,1
descending,86300,10,6,1
descending,86300,10,7,1
descending,86300,20,1,1
descending,86300,20,2,1
descending,86300,20,3,1
descending,86300,20,4,1
descending,86300,20,5,1
descending,86300,20,6,1
descending,86300,20,7,1
descending,86300,30,1,1
descending,86300,30,2,1
descending,86300,30,3,1
descending,86300,30,4,1
descending,86300,30,5,1
descending,86300,30,6,1
descending,86300,30,7,1
descending,86300,50,1,1
descending,86300,50,2,1
descending,86300,50,3,2
descending,86300,50,4,1
descending,86300,50,5,1
descending,86300,50,6,1
descending,86300,50,7,1
descending,86400,5,1,1
descending,86400,5,2,1
descending,86400,5,3,1
descending,86400,5,4,1
descending,86400,5,5,1
descending,86400,5,6,1
descending,86400,5,7,1
descending,86400,10,1,1
descending,86400,10,2,1
descending,86400,10,3,1
descending,86400,10,4,1
descending,86400,10,5,1
descending,86400,10,6,1
descending,86400,10,7,1
descending,86400,20,1,1
descending,86400,20,2,1
descending,86400,20,3,1
descending,86400,20,4,1
descending,86400,20,5,1
descending,86400,20,6,1
descending,86400,20,7,1
descending,86400,30,1,1
descending,86400,30,2,1
descending,86400,30,3,1
descending,86400,30,4,1
descending,86400,30,5,1
descending,86400,30,6,1
descending,86400,30,7,1
descending,86400,50,1,1
descending,86400,50,2,1
descending,86400,50,3,1
descending,86400,50,4,1
descending,86400,50,5,1
descending,86400,50,6,1
descending,86400,50,7,1
descending,86500,5,1,1
descending,86500,5,2,1
descending,86500,5,3,1
descending,86500,5,4,1
descending,86500,5,5,1
descending,86500,5,6,1
descending,86500,5,7,1
descending,86500,10,1,1
descending,86500,10,2,1
descending,86500,10,3,1
descending,86500,10,4,1
descending,86500,10,5,1
descending,86500,10,6,1
descending,86500,10,7,1
descending,86500,20,1,1
descending,86500,20,2,1
descending,86500,20,3,1
descending,86500,20,4,1
descending,86500,20,5,1
descending,86500,20,6,1
descending,86500,20,7,1
descending,86500,30,1,1
descending,86500,30,2,1
descending,86500,30,3,1
descending,86500,30,4,1
descending,86500,30,5,1
descending,86500,30,6,1
descending,86500,30,7,1
descending,86500,50,1,2
descending,86500,50,2,1
descending,86500,50,3,1
descending,86500,50,4,1
descending,86500,50,5,1
descending,86500,50,6,1
descending,86500,50,7,1
descending,86600,5,1,1
descending,86600,5,2,1
descending,86600,5,3,1
descending,86600,5,4,1
descending,86600,5,5,1
descending,86600,5,6,1
descending,86600,5,7,1
descending,86600,10,1,1
descending,86600,10,2,1
descending,86600,10,3,1
descending,86600,10,4,1
descending,86600,10,5,1
descending,86600,10,6,1
descending,86600,10,7,1
descending,86600,20,1,1
descending,86600,20,2,1
descending,86600,20,3,1
descending,86600,20,4,1
descending,86600,20,5,1
descending,86600,20,6,1
descending,86600,20,7,1
descending,86600,30,1,1
descending,86600,30,2,1
descending,86600,30,3,1
descending,86600,30,4,1
descending,86600,30,5,1
descending,86600,30,6,1
descending,86600,30,7,1
descending,86600,50,1,1
descending,86600,50,2,1
descending,86600,50,3,1
descending,86600,50,4,1
descending,86600,50,5,1
descending,86600,50,6,1
descending,86600,50,7,1
descending,86700,5,1,1
descending,86700,5,2,1
descending,86700,5,3,1
descending,86700,5,4,1
descending,86700,5,5,1
descending,86700,5,6,1
descending,86700,5,7,1
descending,86700,10,1,1
descending,86700,10,2,1
descending,86700,10,3,1
descending,86700,10,4,1
descending,86700,10,5,1
descending,86700,10,6,1
descending,86700,10,7,1
descending,86700,20,1,1
descending,86700,20,2,1
descending,86700,20,3,1
descending,86700,20,4,1
descending,86700,20,5,1
descending,86700,20,6,1
descending,86700,20,7,1
descending,86700,30,1,1
descending,86700,30,2,1
descending,86700,30,3,1
descending,86700,30,4,1
descending,86700,30,5,1
descending,86700,30,6,1
descending,86700,30,7,1
descending,86700,50,1,1
descending,86700,50,2,1
descending,86700,50,3,1
descending,86700,50,4,1
descending,86700,50,5,1
descending,86700,50,6,1
descending,86700,50,7,1
descending,86800,5,1,1
descending,86800,5,2,1
descending,86800,5,3,1
descending,86800,5,4,1
descending,86800,5,5,1
descending,86800,5,6,1
descending,86800,5,7,1
descending,86800,10,1,1
descending,86800,10,2,1
descending,86800,10,3,1
descending,86800,10,4,2
descending,86800,10,5,2
descending,86800,10,6,2
descending,86800,10,7,2
descending,86800,20,1,1
descending,86800,20,2,1
descending,86800,20,3,1
descending,86800,20,4,1
descending,86800,20,5,1
descending,86800,20,6,1
descending,86800,20,7,1
descending,86800,30,1,1
descending,86800,30,2,1
descending,86800,30,3,1
descending,86800,30,4,1
descending,86800,30,5,1
descending,86800,30,6,1
descending,86800,30,7,1
descending,86800,50,1,1
descending,86800,50,2,1
descending,86800,50,3,2
descending,86800,50,4,1
descending,86800,50,5,1
descending,86800,50,6,1
descending,86800,50,7,2
descending,86900,5,1,4
descending,86900,5,2,2
descending,86900,5,3,2
descending,86900,5,4,3
descending,86900,5,5,2
descending,86900,5,6,2
descending,86900,5,7,2
descending,86900,10,1,1
descending,86900,10,2,2
descending,86900,10,3,1
descending,86900,10,4,1
descending,86900,10,5,1
descending,86900,10,6,2
descending,86900,10,7,1
descending,86900,20,1,1
descending,86900,20,2,1
descending,86900,20,3,1
descending,86900,20,4,1
descending,86900,20,5,2
descending,86900,20,6,2
descending,86900,20,7,2
descending,86900,30,1,1
descending,86900,30,2,1
descending,86900,30,3,1
descending,86900,30,4,1
descending,86900,30,5,1
descending,86900,30,6,1
descending,86900,30,7,1
descending,86900,50,1,1
descending,86900,50,2,1
descending,86900,50,3,1
descending,86900,50,4,1
descending,86900,50,5,1
descending,86900,50,6,1
descending,86900,50,7,1
descending,87000,5,1,1
descending,87000,5,2,1
descending,87000,5,3,1
descending,87000,5,4,1
descending,87000,5,5,1
descending,87000,5,6,1
descending,87000,5,7,1
descending,87000,10,1,1
descending,87000,10,2,1
descending,87000,10,3,1
descending,87000,10,4,1
descending,87000,10,5,1
descending,87000,10,6,1
descending,87000,10,7,1
descending,87000,20,1,1
descending,87000,20,2,1
descending,87000,20,3,1
descending,87000,20,4,1
descending,87000,20,5,1
descending,87000,20,6,1
descending,87000,20,7,1
descending,87000,30,1,1
descending,87000,30,2,1
descending,87000,30,3,1
descending,87000,30,4,1
descending,87000,30,5,1
descending,87000,30,6,1
descending,87000,30,7,1
descending,87000,50,1,1
descending,87000,50,2,1
descending,87000,50,3,2
descending,87000,50,4,2
descending,87000,50,5,1
descending,87000,50,6,1
descending,87000,50,7,1
descending,87100,5,1,1
descending,87100,5,2,1
descending,87100,5,3,1
descending,87100,5,4,1
descending,87100,5,5,1
descending,87100,5,6,1
descending,87100,5,7,1
descending,87100,10,1,1
descending,87100,10,2,1
descending,87100,10,3,1
descending,87100,10,4,1
descending,87100,10,5,1
descending,87100,10,6,1
descending,87100,10,7,1
descending,87100,20,1,1
descending,87100,20,2,1
descending,87100,20,3,1
descending,87100,20,4,1
descending,87100,20,5,1
descending,87100,20,6,1
descending,87100,20,7,1
descending,87100,30,1,1
descending,87100,30,2,1
descending,87100,30,3,1
descending,87100,30,4,1
descending,87100,30,5,1
descending,87100,30,6,1
descending,87100,30,7,1
descending,87100,50,1,1
descending,87100,50,2,1
descending,87100,50,3,1
descending,87100,50,4,1
descending,87100,50,5,1
descending,87100,50,6,2
descending,87100,50,7,1
descending,87200,5,1,1
descending,87200,5,2,1
descending,87200,5,3,1
descending,87200,5,4,1
descending,87200,5,5,1
descending,87200,5,6,1
descending,87200,5,7,1
descending,87200,10,1,1
descending,87200,10,2,1
descending,87200,10,3,1
descending,87200,10,4,1
descending,87200,10,5,1
descending,87200,10,6,1
descending,87200,10,7,1
descending,87200,20,1,1
descending,87200,20,2,1
descending,87200,20,3,1
descending,87200,20,4,1
descending,87200,20,5,1
descending,87200,20,6,1
descending,87200,20,7,1
descending,87200,30,1,1
descending,87200,30,2,1
descending,87200,30,3,1
descending,87200,30,4,1
descending,87200,30,5,1
descending,87200,30,6,1
descending,87200,30,7,1
descending,87200,50,1,1
descending,87200,50,2,1
descending,87200,50,3,1
descending,87200,50,4,1
descending,87200,50,5,1
descending,87200,50,6,1
descending,87200,50,7,1
descending,87300,5,1,1
descending,87300,5,2,1
descending,87300,5,3,1
descending,87300,5,4,1
descending,87300,5,5,1
descending,87300,5,6,1
descending,87300,5,7,1
descending,87300,10,1,1
descending,87300,10,2,1
descending,87300,10,3,1
descending,87300,10,4,1
descending,87300,10,5,1
descending,87300,10,6,1
descending,87300,10,7,1
descending,87300,20,1,1
descending,87300,20,2,1
descending,87300,20,3,1
descending,87300,20,4,1
descending,87300,20,5,1
descending,87300,20,6,1
descending,87300,20,7,1
descending,87300,30,1,1
descending,87300,30,2,1
descending,87300,30,3,1
descending,87300,30,4,1
descending,87300,30,5,1
descending,87300,30,6,1
descending,87300,30,7,1
descending,87300,50,1,1
descending,87300,50,2,1
descending,87300,50,3,1
descending,87300,50,4,1
descending,87300,50,5,1
descending,87300,50,6,1
descending,87300,50,7,1
descending,87400,5,1,1
descending,87400,5,2,1
descending,87400,5,3,1
descending,87400,5,4,1
descending,87400,5,5,1
descending,87400,5,6,1
descending,87400,5,7,1
descending,87400,10,1,1
descending,87400,10,2,1
descending,87400,10,3,1
descending,87400,10,4,1
descending,87400,10,5,1
descending,87400,10,6,1
descending,87400,10,7,1
descending,87400,20,1,1
descending,87400,20,2,1
descending,87400,20,3,1
descending,87400,20,4,1
descending,87400,20,5,1
descending,87400,20,6,1
descending,87400,20,7,1
descending,87400,30,1,1
descending,87400,30,2,1
descending,87400,30,3,1
descending,87400,30,4,1
descending,87400,30,5,1
descending,87400,30,6,1
descending,87400,30,7,1
descending,87400,50,1,1
descending,87400,50,2,1
descending,87400,50,3,1
descending,87400,50,4,1
descending,87400,50,5,1
descending,87400,50,6,1
descending,87400,50,7,1
descending,87500,5,1,1
descending,87500,5,2,1
descending,87500,5,3,1
descending,87500,5,4,1
descending,87500,5,5,1
descending,87500,5,6,1
descending,87500,5,7,1
descending,87500,10,1,1
descending,87500,10,2,1
descending,87500,10,3,1
descending,87500,10,4,1
descending,87500,10,5,1
descending,87500,10,6,1
descending,87500,10,7,1
descending,87500,20,1,1
descending,87500,20,2,1
descending,87500,20,3,1
descending,87500,20,4,1
descending,87500,20,5,1
descending,87500,20,6,1
descending,87500,20,7,1
descending,87500,30,1,1
descending,87500,30,2,1
descending,87500,30,3,1
descending,87500,30,4,1
descending,87500,30,5,1
descending,87500,30,6,1
descending,87500,30,7,1
descending,87500,50,1,1
descending,87500,50,2,1
descending,87500,50,3,1
descending,87500,50,4,1
descending,87500,50,5,1
descending,87500,50,6,1
descending,87500,50,7,1
descending,87600,5,1,1
descending,87600,5,2,1
descending,87600,5,3,1
descending,87600,5,4,1
descending,87600,5,5,1
descending,87600,5,6,1
descending,87600,5,7,1
descending,87600,10,1,1
descending,87600,10,2,1
descending,87600,10,3,1
descending,87600,10,4,1
descending,87600,10,5,1
descending,87600,10,6,1
descending,87600,10,7,1
descending,87600,20,1,1
descending,87600,20,2,1
descending,87600,20,3,1
descending,87600,20,4,1
descending,87600,20,5,1
descending,87600,20,6,1
descending,87600,20,7,1
descending,87600,30,1,1
descending,87600,30,2,1
descending,87600,30,3,1
descending,87600,30,4,1
descending,87600,30,5,1
descending,87600,30,6,1
descending,87600,30,7,1
descending,87600,50,1,1
descending,87600,50,2,1
descending,87600,50,3,1
descending,87600,50,4,1
descending,87600,50,5,1
descending,87600,50,6,1
descending,87600,50,7,1
descending,87700,5,1,1
descending,87700,5,2,1
descending,87700,5,3,1
descending,87700,5,4,1
descending,87700,5,5,1
descending,87700,5,6,1
descending,87700,5,7,1
descending,87700,10,1,1
descending,87700,10,2,1
descending,87700,10,3,1
descending,87700,10,4,1
descending,87700,10,5,1
descending,87700,10,6,1
descending,87700,10,7,1
descending,87700,20,1,1
descending,87700,20,2,1
descending,87700,20,3,1
descending,87700,20,4,1
descending,87700,20,5,1
descending,87700,20,6,1
descending,87700,20,7,1
descending,87700,30,1,1
descending,87700,30,2,1
descending,87700,30,3,1
descending,87700,30,4,1
descending,87700,30,5,1
descending,87700,30,6,1
descending,87700,30,7,1
descending,87700,50,1,1
descending,87700,50,2,1
descending,87700,50,3,1
descending,87700,50,4,2
descending,87700,50,5,2
descending,87700,50,6,2
descending,87700,50,7,2
descending,87800,5,1,1
descending,87800,5,2,1
descending,87800,5,3,1
descending,87800,5,4,1
descending,87800,5,5,1
descending,87800,5,6,1
descending,87800,5,7,1
descending,87800,10,1,1
descending,87800,10,2,1
descending,87800,10,3,1
descending,87800,10,4,1
descending,87800,10,5,1
descending,87800,10,6,1
descending,87800,10,7,1
descending,87800,20,1,1
descending,87800,20,2,1
descending,87800,20,3,1
descending,87800,20,4,1
descending,87800,20,5,1
descending,87800,20,6,1
descending,87800,20,7,1
descending,87800,30,1,1
descending,87800,30,2,1
descending,87800,30,3,1
descending,87800,30,4,1
descending,87800,30,5,1
descending,87800,30,6,1
descending,87800,30,7,1
descending,87800,50,1,1
descending,87800,50,2,1
descending,87800,50,3,1
descending,87800,50,4,1
descending,87800,50,5,1
descending,87800,50,6,1
descending,87800,50,7,2
descending,87900,5,1,1
descending,87900,5,2,1
descending,87900,5,3,1
descending,87900,5,4,1
descending,87900,5,5,1
descending,87900,5,6,1
descending,87900,5,7,1
descending,87900,10,1,1
descending,87900,10,2,1
descending,87900,10,3,1
descending,87900,10,4,1
descending,87900,10,5,1
descending,87900,10,6,1
descending,87900,10,7,1
descending,87900,20,1,1
descending,87900,20,2,1
descending,87900,20,3,1
descending,87900,20,4,1
descending,87900,20,5,1
descending,87900,20,6,1
descending,87900,20,7,1
descending,87900,30,1,1
descending,87900,30,2,1
descending,87900,30,3,1
descending,87900,30,4,1
descending,87900,30,5,1
descending,87900,30,6,1
descending,87900,30,7,1
descending,87900,50,1,1
descending,87900,50,2,1
descending,87900,50,3,1
descending,87900,50,4,1
descending,87900,50,5,1
descending,87900,50,6,1
descending,87900,50,7,1
descending,88000,5,1,1
descending,88000,5,2,1
descending,88000,5,3,1
descending,88000,5,4,1
descending,88000,5,5,1
descending,88000,5,6,1
descending,88000,5,7,1
descending,88000,10,1,1
descending,88000,10,2,1
descending,88000,10,3,1
descending,88000,10,4,1
descending,88000,10,5,1
descending,88000,10,6,1
descending,88000,10,7,1
descending,88000,20,1,1
descending,88000,20,2,1
descending,88000,20,3,1
descending,88000,20,4,1
descending,88000,20,5,1
descending,88000,20,6,1
descending,88000,20,7,1
descending,88000,30,1,1
descending,88000,30,2,1
descending,88000,30,3,1
descending,88000,30,4,1
descending,88000,30,5,1
descending,88000,30,6,1
descending,88000,30,7,1
descending,88000,50,1,1
descending,88000,50,2,1
descending,88000,50,3,1
descending,88000,50,4,1
descending,88000,50,5,1
descending,88000,50,6,1
descending,88000,50,7,1
descending,88100,5,1,1
descending,88100,5,2,1
descending,88100,5,3,1
descending,88100,5,4,1
descending,88100,5,5,1
descending,88100,5,6,1
descending,88100,5,7,1
descending,88100,10,1,1
descending,88100,10,2,1
descending,88100,10,3,1
descending,88100,10,4,1
descending,88100,10,5,1
descending,88100,10,6,1
descending,88100,10,7,1
descending,88100,20,1,1
descending,88100,20,2,1
descending,88100,20,3,1
descending,88100,20,4,1
descending,88100,20,5,1
descending,88100,20,6,1
descending,88100,20,7,1
descending,88100,30,1,1
descending,88100,30,2,1
descending,88100,30,3,1
descending,88100,30,4,1
descending,88100,30,5,1
descending,88100,30,6,1
descending,88100,30,7,1
descending,88100,50,1,2
descending,88100,50,2,1
descending,88100,50,3,2
descending,88100,50,4,2
descending,88100,50,5,1
descending,88100,50,6,1
descending,88100,50,7,1
descending,88200,5,1,1
descending,88200,5,2,1
descending,88200,5,3,2
descending,88200,5,4,2
descending,88200,5,5,1
descending,88200,5,6,1
descending,88200,5,7,1
descending,88200,10,1,1
descending,88200,10,2,1
descending,88200,10,3,1
descending,88200,10,4,1
descending,88200,10,5,1
descending,88200,10,6,1
descending,88200,10,7,1
descending,88200,20,1,1
descending,88200,20,2,1
descending,88200,20,3,1
descending,88200,20,4,1
descending,88200,20,5,1
descending,88200,20,6,1
descending,88200,20,7,1
descending,88200,30,1,1
descending,88200,30,2,1
descending,88200,30,3,1
descending,88200,30,4,1
descending,88200,30,5,1
descending,88200,30,6,1
descending,88200,30,7,1
descending,88200,50,1,1
descending,88200,50,2,1
descending,88200,50,3,1
descending,88200,50,4,1
descending,88200,50,5,1
descending,88200,50,6,1
descending,88200,50,7,1
descending,88300,5,1,1
descending,88300,5,2,1
descending,88300,5,3,1
descending,88300,5,4,1
descending,88300,5,5,1
descending,88300,5,6,1
descending,88300,5,7,1
descending,88300,10,1,1
descending,88300,10,2,1
descending,88300,10,3,1
descending,88300,10,4,1
descending,88300,10,5,1
descending,88300,10,6,1
descending,88300,10,7,1
descending,88300,20,1,1
descending,88300,20,2,1
descending,88300,20,3,1
descending,88300,20,4,1
descending,88300,20,5,1
descending,88300,20,6,1
descending,88300,20,7,1
descending,88300,30,1,1
descending,88300,30,2,1
descending,88300,30,3,1
descending,88300,30,4,1
descending,88300,30,5,1
descending,88300,30,6,1
descending,88300,30,7,1
descending,88300,50,1,1
descending,88300,50,2,1
descending,88300,50,3,1
descending,88300,50,4,1
descending,88300,50,5,1
descending,88300,50,6,1
descending,88300,50,7,1
descending,88400,5,1,1
descending,88400,5,2,1
descending,88400,5,3,1
descending,88400,5,4,1
descending,88400,5,5,1
descending,88400,5,6,1
descending,88400,5,7,1
descending,88400,10,1,1
descending,88400,10,2,1
descending,88400,10,3,1
descending,88400,10,4,1
descending,88400,10,5,1
descending,88400,10,6,1
descending,88400,10,7,1
descending,88400,20,1,1
descending,88400,20,2,1
descending,88400,20,3,1
descending,88400,20,4,1
descending,88400,20,5,1
descending,88400,20,6,1
descending,88400,20,7,1
descending,88400,30,1,1
descending,88400,30,2,1
descending,88400,30,3,1
descending,88400,30,4,1
descending,88400,30,5,1
descending,88400,30,6,1
descending,88400,30,7,1
descending,88400,50,1,1
descending,88400,50,2,1
descending,88400,50,3,1
descending,88400,50,4,1
descending,88400,50,5,1
descending,88400,50,6,1
descending,88400,50,7,1
descending,88500,5,1,1
descending,88500,5,2,1
descending,88500,5,3,1
descending,88500,5,4,1
descending,88500,5,5,1
descending,88500,5,6,1
descending,88500,5,7,1
descending,88500,10,1,1
descending,88500,10,2,1
descending,88500,10,3,1
descending,88500,10,4,1
descending,88500,10,5,1
descending,88500,10,6,1
descending,88500,10,7,1
descending,88500,20,1,1
descending,88500,20,2,1
descending,88500,20,3,1
descending,88500,20,4,1
descending,88500,20,5,1
descending,88500,20,6,1
descending,88500,20,7,1
descending,88500,30,1,1
descending,88500,30,2,1
descending,88500,30,3,1
descending,88500,30,4,1
descending,88500,30,5,1
descending,88500,30,6,1
descending,88500,30,7,1
descending,88500,50,1,2
descending,88500,50,2,2
descending,88500,50,3,1
descending,88500,50,4,1
descending,88500,50,5,1
descending,88500,50,6,1
descending,88500,50,7,1
descending,88600,5,1,1
descending,88600,5,2,1
descending,88600,5,3,1
descending,88600,5,4,1
descending,88600,5,5,1
descending,88600,5,6,1
descending,88600,5,7,1
descending,88600,10,1,1
descending,88600,10,2,1
descending,88600,10,3,1
descending,88600,10,4,1
descending,88600,10,5,1
descending,88600,10,6,1
descending,88600,10,7,1
descending,88600,20,1,1
descending,88600,20,2,1
descending,88600,20,3,1
descending,88600,20,4,1
descending,88600,20,5,1
descending,88600,20,6,1
descending,88600,20,7,1
descending,88600,30,1,1
descending,88600,30,2,1
descending,88600,30,3,1
descending,88600,30,4,1
descending,88600,30,5,1
descending,88600,30,6,1
descending,88600,30,7,1
descending,88600,50,1,2
descending,88600,50,2,2
descending,88600,50,3,2
descending,88600,50,4,2
descending,88600,50,5,1
descending,88600,50,6,1
descending,88600,50,7,1
descending,88700,5,1,1
descending,88700,5,2,1
descending,88700,5,3,1
descending,88700,5,4,1
descending,88700,5,5,1
descending,88700,5,6,1
descending,88700,5,7,1
descending,88700,10,1,1
descending,88700,10,2,1
descending,88700,10,3,1
descending,88700,10,4,1
descending,88700,10,5,1
descending,88700,10,6,1
descending,88700,10,7,1
descending,88700,20,1,1
descending,88700,20,2,1
descending,88700,20,3,1
descending,88700,20,4,1
descending,88700,20,5,1
descending,88700,20,6,1
descending,88700,20,7,1
descending,88700,30,1,1
descending,88700,30,2,1
descending,88700,30,3,1
descending,88700,30,4,1
descending,88700,30,5,1
descending,88700,30,6,1
descending,88700,30,7,1
descending,88700,50,1,2
descending,88700,50,2,2
descending,88700,50,3,3
descending,88700,50,4,2
descending,88700,50,5,2
descending,88700,50,6,2
descending,88700,50,7,1
descending,88800,5,1,1
descending,88800,5,2,1
descending,88800,5,3,1
descending,88800,5,4,1
descending,88800,5,5,1
descending,88800,5,6,1
descending,88800,5,7,1
descending,88800,10,1,1
descending,88800,10,2,1
descending,88800,10,3,1
descending,88800,10,4,1
descending,88800,10,5,1
descending,88800,10,6,1
descending,88800,10,7,1
descending,88800,20,1,1
descending,88800,20,2,1
descending,88800,20,3,1
descending,88800,20,4,1
descending,88800,20,5,5
descending,88800,20,6,2
descending,88800,20,7,2
descending,88800,30,1,2
